images,x_min,y_min,x_max,y_max,labels,scores
S_07_05_16_DSC00308.JPG,2267.719482421875,1200.25732421875,2307.812744140625,1277.2469482421875,2,0.9065538048744202
S_07_05_16_DSC00308.JPG,2745.814208984375,1402.5965576171875,2787.97216796875,1485.1173095703125,2,0.9614028334617615
S_07_05_16_DSC00308.JPG,2723.845703125,1276.263427734375,2776.69140625,1342.51513671875,2,0.9341731071472168
S_07_05_16_DSC00308.JPG,2878.392578125,1462.6044921875,2935.235107421875,1516.1954345703125,2,0.5609012246131897
S_07_05_16_DSC00308.JPG,3328.01171875,1460.8017578125,3389.296630859375,1495.0894775390625,5,0.8767696022987366
S_07_05_16_DSC00308.JPG,3490.9541015625,1315.1563720703125,3579.400146484375,1365.076416015625,1,0.2267436534166336
S_07_05_16_DSC00308.JPG,3705.947265625,1079.55419921875,3758.865966796875,1118.3409423828125,4,0.9689682126045227
S_07_05_16_DSC00308.JPG,3631.581787109375,1228.4366455078125,3696.731689453125,1279.039794921875,4,0.8263753652572632
S_07_05_16_DSC00308.JPG,3765.775146484375,1217.0609130859375,3847.237548828125,1259.7774658203125,2,0.7421019673347473
S_07_05_16_DSC00308.JPG,5538.24755859375,1110.8953857421875,5591.35205078125,1133.3885498046875,4,0.944857120513916
S_07_05_16_DSC00308.JPG,2950.366455078125,1632.064453125,3031.156494140625,1666.9647216796875,2,0.40428242087364197
S_07_05_16_DSC00308.JPG,2873.549560546875,1580.222412109375,2924.681396484375,1618.8470458984375,4,0.6275664567947388
S_07_05_16_DSC00308.JPG,3799.209716796875,1786.9912109375,3833.6630859375,1852.1666259765625,5,0.3811085522174835
S_07_05_16_DSC00308.JPG,3172.482177734375,2138.25390625,3233.4189453125,2196.100341796875,2,0.9806726574897766
S_07_05_16_DSC00308.JPG,3072.137451171875,2336.21240234375,3114.431396484375,2395.5009765625,2,0.8875076770782471
S_07_05_16_DSC00308.JPG,3248.82763671875,2101.807373046875,3289.263671875,2134.080078125,2,0.8891087174415588
S_07_05_16_DSC00308.JPG,3349.56689453125,2099.349853515625,3397.537109375,2132.388671875,4,0.6911817789077759
S_07_05_16_DSC00308.JPG,3072.086181640625,2392.171875,3087.728515625,2427.36865234375,4,0.3685683310031891
S_07_05_16_DSC00308.JPG,2323.06982421875,2628.2001953125,2365.8642578125,2656.36376953125,4,0.9701821208000183
S_07_05_16_DSC00308.JPG,2310.45361328125,2560.15771484375,2343.96240234375,2570.485107421875,4,0.9002531170845032
S_07_05_16_DSC00309.JPG,1612.93310546875,512.3627319335938,1690.4503173828125,596.28173828125,2,0.921400785446167
S_07_05_16_DSC00309.JPG,1710.5826416015625,660.475830078125,1758.713134765625,728.7728271484375,2,0.9055702686309814
S_07_05_16_DSC00309.JPG,1913.6451416015625,1356.508056640625,1987.994873046875,1420.02978515625,2,0.9740116596221924
S_07_05_16_DSC00309.JPG,1959.574951171875,1220.683837890625,1999.10791015625,1306.56396484375,2,0.9543183445930481
S_07_05_16_DSC00309.JPG,1671.46923828125,1125.3685302734375,1718.6287841796875,1200.080322265625,2,0.9075459837913513
S_07_05_16_DSC00309.JPG,2979.146484375,1393.1717529296875,3016.295166015625,1462.431884765625,2,0.8260875940322876
S_07_05_16_DSC00309.JPG,3071.915283203125,1306.0167236328125,3100.091064453125,1392.7076416015625,2,0.9710367918014526
S_07_05_16_DSC00309.JPG,2117.62060546875,1726.6036376953125,2156.7880859375,1813.5491943359375,2,0.9708085060119629
S_07_05_16_DSC00309.JPG,2829.92529296875,1663.04150390625,2880.364013671875,1713.023193359375,4,0.6695092916488647
S_07_05_16_DSC00309.JPG,2627.814208984375,1574.451171875,2715.90087890625,1608.2020263671875,4,0.5801689028739929
S_07_05_16_DSC00309.JPG,1777.90869140625,2462.78369140625,1858.5126953125,2528.90185546875,2,0.948228657245636
S_07_05_16_DSC00309.JPG,2118.358154296875,2435.15234375,2163.607421875,2528.501953125,2,0.9724535346031189
S_07_05_16_DSC00309.JPG,2378.96533203125,2173.12451171875,2441.030517578125,2246.83154296875,2,0.9561040997505188
S_07_05_16_DSC00309.JPG,2278.6923828125,2135.759521484375,2341.75146484375,2205.275634765625,2,0.9444413185119629
S_07_05_16_DSC00309.JPG,2053.24365234375,2568.13818359375,2089.80517578125,2649.131591796875,2,0.9747545719146729
S_07_05_16_DSC00309.JPG,3230.6669921875,2858.7431640625,3263.4267578125,2903.9169921875,4,0.8598746657371521
S_07_05_16_DSC00309.JPG,3329.3486328125,2862.91796875,3396.728759765625,2903.4130859375,4,0.4918830990791321
S_07_05_16_DSC00309.JPG,3566.830078125,2942.391845703125,3583.868896484375,2980.452392578125,4,0.28831005096435547
S_07_05_16_DSC00309.JPG,5262.666015625,2913.114013671875,5311.55810546875,2946.850341796875,4,0.7235366106033325
S_07_05_16_DSC00309.JPG,2304.607666015625,3207.248779296875,2368.870849609375,3278.507080078125,2,0.959102213382721
S_07_05_16_DSC00309.JPG,2169.616455078125,3114.4140625,2210.188232421875,3197.609130859375,2,0.8743821382522583
S_07_05_16_DSC00309.JPG,2651.4267578125,3281.9384765625,2690.60986328125,3361.49658203125,2,0.9507250189781189
S_07_05_16_DSC00309.JPG,2866.966064453125,3483.121337890625,2947.0087890625,3532.02685546875,2,0.9285900592803955
S_07_05_16_DSC00309.JPG,2788.870361328125,3442.369384765625,2837.170166015625,3492.896240234375,2,0.9074094891548157
S_07_05_16_DSC00309.JPG,2781.8134765625,3339.306640625,2838.35302734375,3390.505859375,2,0.9240875244140625
S_07_05_16_DSC00309.JPG,2624.406494140625,3161.001708984375,2678.16259765625,3236.762939453125,2,0.32342329621315
S_07_05_16_DSC00309.JPG,3504.701416015625,3077.875732421875,3566.074951171875,3138.658447265625,4,0.957286536693573
S_07_05_16_DSC00309.JPG,3387.59033203125,3175.891845703125,3459.7724609375,3222.47314453125,4,0.9075784683227539
S_07_05_16_DSC00309.JPG,3256.22021484375,3281.19873046875,3323.42578125,3323.390380859375,4,0.8468973636627197
S_07_05_16_DSC00309.JPG,3687.859619140625,3493.97900390625,3717.992919921875,3557.13330078125,2,0.8105215430259705
S_07_05_16_DSC00309.JPG,3629.9931640625,3071.653076171875,3720.156494140625,3108.210693359375,2,0.6359609365463257
S_07_05_16_DSC00310.JPG,1303.295166015625,2815.13720703125,1386.20166015625,2884.111083984375,2,0.9633709192276001
S_07_05_16_DSC00310.JPG,1410.9539794921875,2931.85400390625,1463.233642578125,3001.861328125,2,0.3065265417098999
S_07_05_16_DSC00310.JPG,1454.5311279296875,3455.12451171875,1501.3656005859375,3540.7685546875,5,0.9624183773994446
S_07_05_16_DSC00310.JPG,1710.599365234375,3717.900146484375,1802.4208984375,3785.423583984375,2,0.9652966856956482
S_07_05_16_DSC00310.JPG,1702.736328125,3583.540283203125,1744.271240234375,3644.748779296875,2,0.22516752779483795
S_07_05_16_DSC00310.JPG,2802.478271484375,3765.546875,2860.509033203125,3853.74169921875,2,0.9494101405143738
S_07_05_16_DSC00310.JPG,2743.0595703125,3802.49560546875,2782.988525390625,3882.44677734375,2,0.8737399578094482
S_07_05_16_DSC00346.JPG,259.8136291503906,1140.8153076171875,302.8966979980469,1186.3895263671875,3,0.9603274464607239
S_07_05_16_DSC00347.JPG,551.6053466796875,2351.116455078125,587.7008666992188,2396.40478515625,3,0.9548048377037048
S_07_05_16_DSC00348.JPG,825.7814331054688,3590.440185546875,857.8339233398438,3626.0322265625,3,0.9507066607475281
S_07_05_16_DSC00365.JPG,3314.61376953125,1318.85205078125,3355.051025390625,1366.3719482421875,4,0.2989533543586731
S_07_05_16_DSC00371.JPG,2686.930908203125,1365.960693359375,2724.4345703125,1406.778564453125,3,0.9598361253738403
S_07_05_16_DSC00372.JPG,239.53216552734375,241.47085571289062,287.56097412109375,279.5127258300781,3,0.9212953448295593
S_07_05_16_DSC00372.JPG,2725.355712890625,126.01782989501953,2767.0244140625,180.5623016357422,3,0.889934778213501
S_07_05_16_DSC00372.JPG,3022.423095703125,824.510986328125,3071.03515625,865.7626953125,3,0.9628481268882751
S_07_05_16_DSC00372.JPG,1898.378173828125,1959.091064453125,1936.15185546875,2002.4984130859375,3,0.9673283100128174
S_07_05_16_DSC00372.JPG,2560.09130859375,1644.596435546875,2587.454345703125,1673.9117431640625,3,0.9402830004692078
S_07_05_16_DSC00372.JPG,1903.542236328125,2097.884033203125,1942.646728515625,2139.428955078125,3,0.9617995619773865
S_07_05_16_DSC00372.JPG,2889.3662109375,3795.1083984375,2933.302978515625,3845.07373046875,3,0.9563741087913513
S_07_05_16_DSC00373.JPG,1145.55126953125,1499.8409423828125,1192.1317138671875,1526.1881103515625,1,0.9507718682289124
S_07_05_16_DSC00373.JPG,1220.67822265625,1556.2080078125,1258.1943359375,1583.5836181640625,1,0.9235991835594177
S_07_05_16_DSC00373.JPG,1251.5869140625,1607.740478515625,1291.535400390625,1637.7293701171875,1,0.9171442985534668
S_07_05_16_DSC00373.JPG,1064.5137939453125,1563.0003662109375,1098.349853515625,1607.228759765625,1,0.9278496503829956
S_07_05_16_DSC00373.JPG,905.6542358398438,2247.955322265625,948.6851806640625,2283.191650390625,3,0.9653508067131042
S_07_05_16_DSC00373.JPG,3296.17529296875,2116.005859375,3334.86572265625,2158.838623046875,3,0.9546709656715393
S_07_05_16_DSC00373.JPG,3587.038818359375,2846.10986328125,3636.60546875,2897.68359375,3,0.9629771113395691
S_07_05_16_DSC00373.JPG,3164.133056640625,3534.061279296875,3201.880126953125,3584.061279296875,3,0.9655178189277649
S_07_05_16_DSC00373.JPG,2465.62890625,3972.72802734375,2491.35986328125,4003.919921875,3,0.9579622149467468
S_07_05_16_DSC00374.JPG,4207.14599609375,413.942626953125,4242.77685546875,456.4674072265625,1,0.9357033967971802
S_07_05_16_DSC00374.JPG,4435.54736328125,241.29200744628906,4463.8857421875,284.95587158203125,1,0.62754225730896
S_07_05_16_DSC00374.JPG,1458.4267578125,3097.8681640625,1507.114501953125,3125.12060546875,1,0.955715000629425
S_07_05_16_DSC00374.JPG,1375.0372314453125,3157.68994140625,1407.183837890625,3203.61865234375,1,0.9139450192451477
S_07_05_16_DSC00374.JPG,1559.2154541015625,3209.82958984375,1601.9112548828125,3242.370849609375,1,0.9494397640228271
S_07_05_16_DSC00374.JPG,1536.0269775390625,3155.667724609375,1570.3880615234375,3187.1484375,1,0.9427391290664673
S_07_05_16_DSC00374.JPG,1213.263916015625,3848.0625,1254.504638671875,3885.035888671875,3,0.9289395213127136
S_07_05_16_DSC00374.JPG,3607.50927734375,3841.28857421875,3652.140380859375,3873.156982421875,3,0.94791179895401
S_07_05_16_DSC00375.JPG,3492.114990234375,1943.2093505859375,3518.2939453125,1964.258544921875,4,0.3049391508102417
S_07_05_16_DSC00375.JPG,3679.770263671875,1930.4053955078125,3711.3095703125,1967.5853271484375,4,0.9629388451576233
S_07_05_16_DSC00375.JPG,3682.78955078125,1710.481201171875,3723.8681640625,1754.284912109375,4,0.9504221081733704
S_07_05_16_DSC00375.JPG,4506.2939453125,2442.693115234375,4541.3115234375,2486.31787109375,1,0.6591344475746155
S_07_05_16_DSC00375.JPG,4732.68359375,2268.45654296875,4760.9208984375,2309.75,3,0.9236721992492676
S_07_05_16_DSC00375.JPG,55.09296417236328,2706.77783203125,123.58686065673828,2733.650146484375,3,0.9544416666030884
S_07_05_16_DSC00376.JPG,1045.3914794921875,917.9656372070312,1084.889892578125,957.2559814453125,3,0.9627081155776978
S_07_05_16_DSC00376.JPG,4048.152099609375,3260.5263671875,4083.67431640625,3307.72119140625,4,0.9590321183204651
S_07_05_16_DSC00376.JPG,4064.216796875,3481.853515625,4091.718505859375,3521.70947265625,4,0.9485653042793274
S_07_05_16_DSC00376.JPG,4935.5205078125,3926.64990234375,4966.33642578125,3971.621826171875,3,0.9416085481643677
S_07_05_16_DSC00376.JPG,5145.42333984375,3736.591552734375,5173.966796875,3777.2470703125,3,0.9195913672447205
S_07_05_16_DSC00377.JPG,2671.1279296875,425.5560607910156,2726.265380859375,464.3211364746094,3,0.9693042635917664
S_07_05_16_DSC00377.JPG,3969.034423828125,421.3176574707031,4020.79736328125,459.5843200683594,3,0.7657758593559265
S_07_05_16_DSC00377.JPG,1365.73291015625,869.4197387695312,1422.868408203125,897.7042846679688,1,0.9437443017959595
S_07_05_16_DSC00377.JPG,2241.54150390625,522.187255859375,2298.96142578125,581.4073486328125,3,0.9441114664077759
S_07_05_16_DSC00377.JPG,4354.73681640625,766.001708984375,4408.4765625,797.71044921875,1,0.9198072552680969
S_07_05_16_DSC00377.JPG,4325.2919921875,668.0472412109375,4375.1787109375,712.9139404296875,1,0.9329007267951965
S_07_05_16_DSC00377.JPG,4405.087890625,1477.925048828125,4459.31201171875,1514.23046875,1,0.9571287035942078
S_07_05_16_DSC00377.JPG,4623.80615234375,1072.9249267578125,4668.5537109375,1129.134033203125,1,0.9621618390083313
S_07_05_16_DSC00377.JPG,1353.9259033203125,2678.3271484375,1397.0340576171875,2720.531494140625,3,0.9628185629844666
S_07_05_16_DSC00378.JPG,2348.709716796875,2427.53125,2402.330078125,2475.345947265625,3,0.9562333822250366
S_07_05_16_DSC00378.JPG,2740.70556640625,2427.291748046875,2784.085205078125,2467.375244140625,3,0.9540019631385803
S_07_05_16_DSC00378.JPG,5393.79931640625,2236.20361328125,5437.78125,2289.3037109375,3,0.9472281336784363
S_07_05_16_DSC00378.JPG,1338.151123046875,2711.188720703125,1393.7210693359375,2741.92333984375,1,0.9203020334243774
S_07_05_16_DSC00378.JPG,4044.562255859375,2560.0498046875,4081.355712890625,2575.282470703125,3,0.8351997137069702
S_07_05_16_DSC00378.JPG,4370.2294921875,2922.203125,4425.06640625,2955.040771484375,1,0.9366965889930725
S_07_05_16_DSC00378.JPG,4351.60302734375,2823.989501953125,4405.0625,2866.19091796875,1,0.9212837219238281
S_07_05_16_DSC00378.JPG,4608.01220703125,3239.90771484375,4640.00439453125,3302.821044921875,1,0.953285813331604
S_07_05_16_DSC00378.JPG,4347.60595703125,3625.761474609375,4401.00927734375,3663.83203125,1,0.9426318407058716
S_07_05_16_DSC00380.JPG,2212.77197265625,738.5010986328125,2259.030029296875,761.342041015625,3,0.9301442503929138
S_07_05_16_DSC00381.JPG,2612.67626953125,2444.72802734375,2659.6416015625,2467.64013671875,3,0.9596949219703674
S_07_05_16_DSC00401.JPG,39.302555084228516,376.32891845703125,77.30549621582031,404.17242431640625,1,0.9390870332717896
S_07_05_16_DSC00401.JPG,57.58269500732422,422.10223388671875,101.48896026611328,451.50714111328125,1,0.9303669333457947
S_07_05_16_DSC00401.JPG,37.18004608154297,246.72108459472656,91.61641693115234,286.1518859863281,1,0.9204868078231812
S_07_05_16_DSC00401.JPG,203.74496459960938,427.6468505859375,239.83261108398438,456.87335205078125,1,0.899211585521698
S_07_05_16_DSC00401.JPG,156.12184143066406,131.34796142578125,218.95863342285156,168.67166137695312,1,0.9127094149589539
S_07_05_16_DSC00401.JPG,512.948974609375,108.47857666015625,562.3167114257812,157.1082763671875,1,0.9637420177459717
S_07_05_16_DSC00401.JPG,599.4492797851562,319.5852355957031,657.2593383789062,350.4198303222656,1,0.9183654189109802
S_07_05_16_DSC00401.JPG,643.0377197265625,242.13555908203125,689.9818115234375,266.2142639160156,1,0.88499915599823
S_07_05_16_DSC00401.JPG,627.7919921875,377.749755859375,674.9588623046875,404.6793212890625,1,0.9109449982643127
S_07_05_16_DSC00401.JPG,792.9584350585938,204.58270263671875,842.3909912109375,234.01141357421875,1,0.8660731911659241
S_07_05_16_DSC00401.JPG,712.80029296875,27.04267692565918,750.3463745117188,68.4652099609375,1,0.8564524054527283
S_07_05_16_DSC00401.JPG,1446.1925048828125,16.897357940673828,1483.8104248046875,46.949371337890625,1,0.9378047585487366
S_07_05_16_DSC00401.JPG,1374.9588623046875,13.645120620727539,1425.273193359375,51.33014678955078,1,0.9418920278549194
S_07_05_16_DSC00401.JPG,1067.8013916015625,142.93026733398438,1101.585693359375,172.18954467773438,1,0.9125193357467651
S_07_05_16_DSC00401.JPG,1675.3262939453125,327.5125427246094,1713.513671875,380.0374450683594,1,0.9515222907066345
S_07_05_16_DSC00401.JPG,1617.96142578125,131.80194091796875,1667.510498046875,171.99444580078125,1,0.9446024298667908
S_07_05_16_DSC00401.JPG,2016.7735595703125,358.8911437988281,2048.017578125,387.5275573730469,1,0.9275288581848145
S_07_05_16_DSC00401.JPG,2399.79833984375,37.203800201416016,2444.24267578125,80.94181823730469,1,0.949211597442627
S_07_05_16_DSC00401.JPG,2102.17578125,228.44598388671875,2141.633544921875,252.42831420898438,1,0.9190307855606079
S_07_05_16_DSC00401.JPG,2092.123291015625,270.6539611816406,2129.19140625,317.4638977050781,1,0.9263144135475159
S_07_05_16_DSC00401.JPG,2048.036376953125,332.0453796386719,2087.853271484375,356.3058776855469,1,0.9157217144966125
S_07_05_16_DSC00401.JPG,2528.492431640625,102.5714111328125,2559.998291015625,139.4239044189453,1,0.9319843053817749
S_07_05_16_DSC00401.JPG,2111.159423828125,-0.025139808654785156,2149.673828125,18.938735961914062,1,0.9002416133880615
S_07_05_16_DSC00401.JPG,2048.147705078125,362.0908203125,2069.203857421875,394.22784423828125,1,0.9064269661903381
S_07_05_16_DSC00401.JPG,2538.85888671875,98.43150329589844,2560.044677734375,119.96388244628906,1,0.8275460004806519
S_07_05_16_DSC00401.JPG,2627.353759765625,9.500024795532227,2667.113037109375,69.13905334472656,1,0.9439616799354553
S_07_05_16_DSC00401.JPG,2854.64990234375,22.956180572509766,2902.7529296875,92.43374633789062,1,0.7860414385795593
S_07_05_16_DSC00401.JPG,2560.001708984375,100.3951187133789,2582.792724609375,145.69036865234375,1,0.9039353728294373
S_07_05_16_DSC00401.JPG,3268.197265625,288.88909912109375,3311.202392578125,331.668701171875,1,0.9277541041374207
S_07_05_16_DSC00401.JPG,3251.9482421875,296.6202087402344,3282.697509765625,330.0402526855469,1,0.9143756031990051
S_07_05_16_DSC00401.JPG,3167.510009765625,322.327880859375,3205.603271484375,373.600830078125,1,0.9482123255729675
S_07_05_16_DSC00401.JPG,3811.28466796875,92.54315185546875,3852.697265625,139.18760681152344,1,0.8011746406555176
S_07_05_16_DSC00401.JPG,3627.848876953125,-0.019582748413085938,3662.700927734375,34.712379455566406,1,0.921627938747406
S_07_05_16_DSC00401.JPG,4213.42138671875,34.65532302856445,4263.83251953125,74.30624389648438,1,0.9439868330955505
S_07_05_16_DSC00401.JPG,4190.65625,13.4874267578125,4228.7685546875,41.43272018432617,1,0.928451418876648
S_07_05_16_DSC00402.JPG,831.6048583984375,338.10797119140625,873.9270629882812,414.3594970703125,1,0.9416942596435547
S_07_05_16_DSC00402.JPG,915.3914184570312,367.381591796875,964.028076171875,401.37298583984375,1,0.9385505318641663
S_07_05_16_DSC00402.JPG,894.5361328125,254.00167846679688,946.079833984375,287.9384460449219,1,0.915808916091919
S_07_05_16_DSC00402.JPG,997.5721435546875,312.0313415527344,1024.0439453125,354.1315002441406,1,0.6060549020767212
S_07_05_16_DSC00402.JPG,1196.749267578125,487.0514831542969,1247.5526123046875,511.8900451660156,1,0.9565214514732361
S_07_05_16_DSC00402.JPG,1866.5938720703125,438.38616943359375,1897.265380859375,496.42486572265625,1,0.9352130889892578
S_07_05_16_DSC00402.JPG,2394.343994140625,264.3118896484375,2443.022705078125,305.6541748046875,1,0.9388735294342041
S_07_05_16_DSC00402.JPG,2337.76513671875,369.5069274902344,2365.6630859375,407.2184753417969,1,0.9160112738609314
S_07_05_16_DSC00402.JPG,2560.126220703125,455.1845703125,2592.7041015625,492.977783203125,1,0.959597110748291
S_07_05_16_DSC00402.JPG,2604.2666015625,449.76123046875,2641.673828125,481.62139892578125,1,0.9463897943496704
S_07_05_16_DSC00402.JPG,2812.10009765625,451.6514892578125,2869.81689453125,487.78338623046875,1,0.9479833245277405
S_07_05_16_DSC00402.JPG,2790.335693359375,456.79705810546875,2821.41552734375,489.7813720703125,1,0.9258536100387573
S_07_05_16_DSC00402.JPG,3941.7939453125,481.1638488769531,3982.447998046875,511.9802551269531,1,0.9485260844230652
S_07_05_16_DSC00402.JPG,3926.80712890625,344.5696105957031,3969.85107421875,400.2884216308594,1,0.9534293413162231
S_07_05_16_DSC00402.JPG,3807.625732421875,322.4925537109375,3835.160888671875,362.56329345703125,1,0.9231941103935242
S_07_05_16_DSC00402.JPG,4378.43310546875,471.905517578125,4417.501953125,511.86187744140625,1,0.9481603503227234
S_07_05_16_DSC00402.JPG,4332.0849609375,491.8958740234375,4369.515625,511.80322265625,1,0.5048233866691589
S_07_05_16_DSC00402.JPG,5917.1435546875,61.83686828613281,5976.90771484375,103.38619995117188,1,0.9300476908683777
S_07_05_16_DSC00402.JPG,1058.705322265625,512.067138671875,1099.1873779296875,560.0508422851562,1,0.6205347180366516
S_07_05_16_DSC00402.JPG,1959.244384765625,717.30810546875,1989.7996826171875,751.8779907226562,1,0.9371045827865601
S_07_05_16_DSC00402.JPG,1994.8609619140625,767.2906494140625,2026.25927734375,818.9285888671875,1,0.8443633317947388
S_07_05_16_DSC00402.JPG,2206.4619140625,908.990478515625,2239.07861328125,956.7735595703125,1,0.9359688758850098
S_07_05_16_DSC00402.JPG,2767.6962890625,587.003173828125,2807.36083984375,630.4913330078125,1,0.9394095540046692
S_07_05_16_DSC00402.JPG,3096.428466796875,997.3248291015625,3138.671142578125,1023.864990234375,1,0.9524334669113159
S_07_05_16_DSC00402.JPG,3139.1669921875,955.316162109375,3165.1103515625,1020.1138916015625,1,0.9544274806976318
S_07_05_16_DSC00402.JPG,3884.5185546875,519.1234741210938,3920.365234375,555.4971923828125,1,0.8978927731513977
S_07_05_16_DSC00402.JPG,4477.037109375,906.1636962890625,4537.53466796875,946.97607421875,1,0.9497751593589783
S_07_05_16_DSC00402.JPG,4541.16064453125,941.5188598632812,4594.30078125,974.2433471679688,1,0.953895628452301
S_07_05_16_DSC00402.JPG,4648.44921875,962.981689453125,4698.45556640625,1018.4769287109375,1,0.9610013961791992
S_07_05_16_DSC00402.JPG,4714.181640625,680.3057861328125,4751.2568359375,741.4310913085938,1,0.9590074419975281
S_07_05_16_DSC00402.JPG,4697.419921875,611.6170654296875,4722.11474609375,652.4048461914062,1,0.9478685259819031
S_07_05_16_DSC00402.JPG,37.045257568359375,1309.256103515625,102.478759765625,1331.331298828125,1,0.9407440423965454
S_07_05_16_DSC00402.JPG,975.2791748046875,1509.64990234375,1023.16064453125,1535.8486328125,1,0.9335533380508423
S_07_05_16_DSC00402.JPG,1484.837158203125,1469.658935546875,1531.750244140625,1515.7330322265625,1,0.9657801389694214
S_07_05_16_DSC00402.JPG,1443.66162109375,1471.274658203125,1485.3236083984375,1499.3077392578125,1,0.9381179809570312
S_07_05_16_DSC00402.JPG,1733.346435546875,1363.4195556640625,1781.9365234375,1393.691650390625,1,0.9460165500640869
S_07_05_16_DSC00402.JPG,1733.0264892578125,1396.6441650390625,1763.89404296875,1435.0496826171875,1,0.948635458946228
S_07_05_16_DSC00402.JPG,3201.28564453125,1267.8421630859375,3235.11328125,1327.6053466796875,1,0.9468149542808533
S_07_05_16_DSC00402.JPG,3226.424072265625,1355.815673828125,3285.059814453125,1387.4306640625,1,0.9378083944320679
S_07_05_16_DSC00402.JPG,3183.871826171875,1303.9542236328125,3211.853271484375,1365.7987060546875,1,0.9386328458786011
S_07_05_16_DSC00402.JPG,3862.885986328125,1126.53466796875,3898.27392578125,1185.818359375,1,0.9520426988601685
S_07_05_16_DSC00402.JPG,3729.693359375,1057.748046875,3775.58740234375,1086.8514404296875,1,0.916557788848877
S_07_05_16_DSC00402.JPG,5438.4970703125,1189.39794921875,5492.36376953125,1227.358154296875,1,0.9503356218338013
S_07_05_16_DSC00402.JPG,60.69602584838867,1848.566162109375,102.94439697265625,1894.0543212890625,1,0.9476795196533203
S_07_05_16_DSC00402.JPG,121.05264282226562,1944.2562255859375,160.96539306640625,1991.0269775390625,1,0.9518353939056396
S_07_05_16_DSC00402.JPG,24.237560272216797,1614.917236328125,82.53224182128906,1644.6395263671875,1,0.954730749130249
S_07_05_16_DSC00402.JPG,0.15693092346191406,1900.84130859375,28.439407348632812,1949.5255126953125,1,0.9497453570365906
S_07_05_16_DSC00402.JPG,69.48716735839844,1681.60986328125,106.06423950195312,1718.21826171875,1,0.9218839406967163
S_07_05_16_DSC00402.JPG,397.70806884765625,1797.0850830078125,448.03497314453125,1837.103515625,1,0.9434642791748047
S_07_05_16_DSC00402.JPG,299.2257385253906,1842.93701171875,343.1392517089844,1885.622802734375,1,0.9376692175865173
S_07_05_16_DSC00402.JPG,455.32244873046875,1954.27783203125,495.33074951171875,1974.24267578125,1,0.8932560086250305
S_07_05_16_DSC00402.JPG,408.7313232421875,1967.40234375,441.48046875,1988.8565673828125,1,0.23046819865703583
S_07_05_16_DSC00402.JPG,936.4508056640625,1898.65185546875,996.047607421875,1926.99462890625,1,0.9478334188461304
