"Step","stage1 - f1_score","stage1 - f1_score__MIN","stage1 - f1_score__MAX"
"118645","0.8683417085427136","0.8683417085427136","0.8683417085427136"
"120590","0.8675799086757991","0.8675799086757991","0.8675799086757991"
"122535","0.8646464646464647","0.8646464646464647","0.8646464646464647"
"124480","0.8669010547463587","0.8669010547463587","0.8669010547463587"
"126425","0.8629032258064516","0.8629032258064516","0.8629032258064516"
"128370","0.8695652173913044","0.8695652173913044","0.8695652173913044"
"130315","0.8664961636828643","0.8664961636828643","0.8664961636828643"
"132260","0.8686058174523571","0.8686058174523571","0.8686058174523571"
"134205","0.8683812405446294","0.8683812405446294","0.8683812405446294"
"136150","0.8692111959287531","0.8692111959287531","0.8692111959287531"
"138095","0.86934417895272","0.86934417895272","0.86934417895272"
"140040","0.8670402445236882","0.8670402445236882","0.8670402445236882"
"141985","0.8681375064135455","0.8681375064135455","0.8681375064135455"
"143930","0.867005076142132","0.867005076142132","0.867005076142132"
"145875","0.8650553877139979","0.8650553877139979","0.8650553877139979"
"147820","0.8680203045685281","0.8680203045685281","0.8680203045685281"
"149765","0.8674821610601428","0.8674821610601428","0.8674821610601428"
"151710","0.8705882352941177","0.8705882352941177","0.8705882352941177"
"153655","0.8620342396777442","0.8620342396777442","0.8620342396777442"
"155600","0.86412213740458","0.86412213740458","0.86412213740458"
"157545","0.8682092555331993","0.8682092555331993","0.8682092555331993"
"159490","0.8650833754421425","0.8650833754421425","0.8650833754421425"
"161435","0.8663640948058496","0.8663640948058496","0.8663640948058496"
"163380","0.8646464646464647","0.8646464646464647","0.8646464646464647"
"165325","0.8611670020120724","0.8611670020120724","0.8611670020120724"
"167270","0.8634984833164813","0.8634984833164813","0.8634984833164813"
"169215","0.8608870967741936","0.8608870967741936","0.8608870967741936"
"171160","0.8644240570846075","0.8644240570846075","0.8644240570846075"
"173105","0.8635437881873727","0.8635437881873727","0.8635437881873727"
"175050","0.8633603238866395","0.8633603238866395","0.8633603238866395"
"176995","0.8621219887237315","0.8621219887237315","0.8621219887237315"
"178940","0.8655207280080889","0.8655207280080889","0.8655207280080889"
"180885","0.8652195860676426","0.8652195860676426","0.8652195860676426"
"182830","0.8652195860676426","0.8652195860676426","0.8652195860676426"
"184775","0.8652770716827656","0.8652770716827656","0.8652770716827656"
"186720","0.8623481781376517","0.8623481781376517","0.8623481781376517"
"188665","0.8658847526772053","0.8658847526772053","0.8658847526772053"
"190610","0.8620170597089815","0.8620170597089815","0.8620170597089815"
"192555","0.8646998982706002","0.8646998982706002","0.8646998982706002"
"194500","0.8616161616161616","0.8616161616161616","0.8616161616161616"
