,images,labels,scores,dscores,x,y,count_1,count_2,count_3,count_4,count_5,count_6
149,S_07_05_16_DSC00377.JPG,1,0.973908960819244,0.117309786379337,4378,776,6,0,4,0,0,0
150,S_07_05_16_DSC00377.JPG,1,0.990071654319763,0.30236279964447,4384,780,6,0,4,0,0,0
151,S_07_05_16_DSC00377.JPG,1,0.933146357536316,0.277684301137924,1388,882,6,0,4,0,0,0
152,S_07_05_16_DSC00377.JPG,1,0.99506014585495,0.328219830989838,4648,1102,6,0,4,0,0,0
153,S_07_05_16_DSC00377.JPG,1,0.946138083934784,0.381634056568146,4432,1492,6,0,4,0,0,0
154,S_07_05_16_DSC00377.JPG,3,0.999567925930023,0.321922183036804,1376,2696,6,0,4,0,0,0
155,S_07_05_16_DSC00378.JPG,3,0.999910712242127,0.23321208357811,5416,2262,6,0,3,0,0,0
156,S_07_05_16_DSC00378.JPG,3,0.997899055480957,0.252551466226578,2762,2446,6,0,3,0,0,0
157,S_07_05_16_DSC00378.JPG,3,0.999309659004211,0.325215041637421,2376,2448,6,0,3,0,0,0
158,S_07_05_16_DSC00378.JPG,1,0.941730439662933,0.338798880577087,4062,2556,6,0,3,0,0,0
159,S_07_05_16_DSC00378.JPG,1,0.992360770702362,0.257269233465195,1362,2726,6,0,3,0,0,0
160,S_07_05_16_DSC00378.JPG,1,0.712455570697784,0.134692326188087,4378,2846,6,0,3,0,0,0
161,S_07_05_16_DSC00378.JPG,1,0.994382083415985,0.363828241825104,4396,2940,6,0,3,0,0,0
162,S_07_05_16_DSC00378.JPG,1,0.998662710189819,0.312878131866455,4616,3268,6,0,3,0,0,0
163,S_07_05_16_DSC00378.JPG,1,0.98974597454071,0.188724517822266,4376,3642,6,0,3,0,0,0
164,S_07_05_16_DSC00380.JPG,3,0.69111967086792,0.283469170331955,2238,746,0,0,2,1,0,0
165,S_07_05_16_DSC00380.JPG,3,0.918627023696899,0.230405747890472,5078,1228,0,0,2,1,0,0
166,S_07_05_16_DSC00380.JPG,4,0.856301069259644,0.122879236936569,4024,2370,0,0,2,1,0,0
167,S_07_05_16_DSC00381.JPG,4,0.00422705337405205,0.179041519761086,4926,514,0,0,1,1,0,0
168,S_07_05_16_DSC00381.JPG,3,0.999663352966309,0.352497667074204,2636,2454,0,0,1,1,0,0
169,S_07_05_16_DSC00401.JPG,1,0.439491838216782,0.154419228434563,2130,0,32,0,0,0,0,0
170,S_07_05_16_DSC00401.JPG,1,0.964207291603088,0.227241456508636,3642,2,32,0,0,0,0,0
171,S_07_05_16_DSC00401.JPG,1,0.999973297119141,0.251474589109421,4208,26,32,0,0,0,0,0
172,S_07_05_16_DSC00401.JPG,1,0.997387945652008,0.227634444832802,1404,34,32,0,0,0,0,0
173,S_07_05_16_DSC00401.JPG,1,0.998665690422058,0.24740606546402,1466,34,32,0,0,0,0,0
174,S_07_05_16_DSC00401.JPG,1,0.999618411064148,0.29919445514679,2648,38,32,0,0,0,0,0
175,S_07_05_16_DSC00401.JPG,1,0.17496283352375,0.126556307077408,724,48,32,0,0,0,0,0
176,S_07_05_16_DSC00401.JPG,1,0.99951708316803,0.253584206104279,2874,52,32,0,0,0,0,0
177,S_07_05_16_DSC00401.JPG,1,0.999963641166687,0.209167569875717,4238,56,32,0,0,0,0,0
178,S_07_05_16_DSC00401.JPG,1,0.999913930892944,0.334799557924271,2422,58,32,0,0,0,0,0
179,S_07_05_16_DSC00401.JPG,1,0.999665498733521,0.292233526706696,2862,76,32,0,0,0,0,0
180,S_07_05_16_DSC00401.JPG,1,0.985752284526825,0.194861397147179,3830,118,32,0,0,0,0,0
181,S_07_05_16_DSC00401.JPG,1,0.999385714530945,0.256399542093277,2554,122,32,0,0,0,0,0
182,S_07_05_16_DSC00401.JPG,1,0.999907493591309,0.324362456798553,538,134,32,0,0,0,0,0
183,S_07_05_16_DSC00401.JPG,1,0.840669333934784,0.213438600301743,194,150,32,0,0,0,0,0
184,S_07_05_16_DSC00401.JPG,1,0.999730527400971,0.255598157644272,1646,150,32,0,0,0,0,0
185,S_07_05_16_DSC00401.JPG,1,0.991185367107391,0.188562914729118,1086,160,32,0,0,0,0,0
186,S_07_05_16_DSC00401.JPG,1,0.196429267525673,0.129660218954086,820,220,32,0,0,0,0,0
187,S_07_05_16_DSC00401.JPG,1,0.999638557434082,0.220022365450859,2124,242,32,0,0,0,0,0
188,S_07_05_16_DSC00401.JPG,1,0.945724666118622,0.264912545681,668,258,32,0,0,0,0,0
189,S_07_05_16_DSC00401.JPG,1,0.887058615684509,0.183974042534828,62,262,32,0,0,0,0,0
190,S_07_05_16_DSC00401.JPG,1,0.99997866153717,0.284615129232407,2108,292,32,0,0,0,0,0
191,S_07_05_16_DSC00401.JPG,1,0.999974012374878,0.259286880493164,3288,308,32,0,0,0,0,0
192,S_07_05_16_DSC00401.JPG,1,0.999974012374878,0.259875953197479,3264,314,32,0,0,0,0,0
193,S_07_05_16_DSC00401.JPG,1,0.996271252632141,0.262354612350464,628,336,32,0,0,0,0,0
194,S_07_05_16_DSC00401.JPG,1,1,0.283858448266983,2064,344,32,0,0,0,0,0
195,S_07_05_16_DSC00401.JPG,1,0.994881272315979,0.261925220489502,3188,346,32,0,0,0,0,0
196,S_07_05_16_DSC00401.JPG,1,0.839990258216858,0.150851368904114,1696,356,32,0,0,0,0,0
197,S_07_05_16_DSC00401.JPG,1,0.999997615814209,0.330581963062286,2042,374,32,0,0,0,0,0
198,S_07_05_16_DSC00401.JPG,1,0.990625262260437,0.23743562400341,56,388,32,0,0,0,0,0
199,S_07_05_16_DSC00401.JPG,1,0.48601821064949,0.268099546432495,646,390,32,0,0,0,0,0
200,S_07_05_16_DSC00401.JPG,1,0.994214355945587,0.159748941659927,76,438,32,0,0,0,0,0
201,S_07_05_16_DSC00402.JPG,1,0.996088027954102,0.259355545043945,5944,84,91,0,3,0,0,0
202,S_07_05_16_DSC00402.JPG,1,0.991677045822144,0.196644201874733,920,272,91,0,3,0,0,0
203,S_07_05_16_DSC00402.JPG,1,0.991677045822144,0.236101746559143,924,274,91,0,3,0,0,0
204,S_07_05_16_DSC00402.JPG,1,0.983108818531036,0.240782663226128,2416,282,91,0,3,0,0,0
205,S_07_05_16_DSC00402.JPG,3,0.96658194065094,0.311350733041763,3820,342,91,0,3,0,0,0
206,S_07_05_16_DSC00402.JPG,1,0.999877095222473,0.234397307038307,3948,372,91,0,3,0,0,0
207,S_07_05_16_DSC00402.JPG,1,0.998810887336731,0.239291906356812,854,376,91,0,3,0,0,0
208,S_07_05_16_DSC00402.JPG,1,0.994606196880341,0.244472533464432,938,386,91,0,3,0,0,0
209,S_07_05_16_DSC00402.JPG,1,0.951573848724365,0.222744643688202,2352,390,91,0,3,0,0,0
210,S_07_05_16_DSC00402.JPG,1,0.999529242515564,0.220615029335022,2624,466,91,0,3,0,0,0
211,S_07_05_16_DSC00402.JPG,1,0.472009122371674,0.188244119286537,1882,468,91,0,3,0,0,0
212,S_07_05_16_DSC00402.JPG,1,0.999996542930603,0.134283423423767,2610,468,91,0,3,0,0,0
213,S_07_05_16_DSC00402.JPG,1,0.999981641769409,0.242095723748207,2838,468,91,0,3,0,0,0
214,S_07_05_16_DSC00402.JPG,1,0.999989628791809,0.24065089225769,2570,472,91,0,3,0,0,0
215,S_07_05_16_DSC00402.JPG,1,0.999990463256836,0.260586768388748,2806,474,91,0,3,0,0,0
216,S_07_05_16_DSC00402.JPG,1,0.999793708324432,0.226337552070618,4396,498,91,0,3,0,0,0
217,S_07_05_16_DSC00402.JPG,1,0.99799782037735,0.214345306158066,1224,500,91,0,3,0,0,0
218,S_07_05_16_DSC00402.JPG,1,0.999958276748657,0.191029518842697,3960,510,91,0,3,0,0,0
219,S_07_05_16_DSC00402.JPG,1,0.898378670215607,0.174428194761276,4350,510,91,0,3,0,0,0
220,S_07_05_16_DSC00402.JPG,1,0.999915719032288,0.353918135166168,3900,536,91,0,3,0,0,0
221,S_07_05_16_DSC00402.JPG,1,0.995819330215454,0.26100093126297,2786,608,91,0,3,0,0,0
222,S_07_05_16_DSC00402.JPG,1,0.998256623744965,0.320150882005692,4710,634,91,0,3,0,0,0
223,S_07_05_16_DSC00402.JPG,1,0.999665021896362,0.255144536495209,1972,736,91,0,3,0,0,0
224,S_07_05_16_DSC00402.JPG,1,0.998470723628998,0.227591067552567,2012,792,91,0,3,0,0,0
225,S_07_05_16_DSC00402.JPG,1,0.999038338661194,0.287476688623428,4508,928,91,0,3,0,0,0
226,S_07_05_16_DSC00402.JPG,1,0.998176574707031,0.271968513727188,2222,932,91,0,3,0,0,0
227,S_07_05_16_DSC00402.JPG,1,0.997720658779144,0.35437548160553,4568,956,91,0,3,0,0,0
228,S_07_05_16_DSC00402.JPG,1,0.999999523162842,0.297183483839035,3154,982,91,0,3,0,0,0
229,S_07_05_16_DSC00402.JPG,1,0.996270060539246,0.240183293819428,4672,990,91,0,3,0,0,0
230,S_07_05_16_DSC00402.JPG,1,0.999999642372131,0.330199807882309,3118,1016,91,0,3,0,0,0
231,S_07_05_16_DSC00402.JPG,1,0.812111735343933,0.303350031375885,3752,1070,91,0,3,0,0,0
232,S_07_05_16_DSC00402.JPG,1,0.999672174453735,0.279490441083908,3880,1154,91,0,3,0,0,0
233,S_07_05_16_DSC00402.JPG,1,0.999780714511871,0.248694568872452,5462,1204,91,0,3,0,0,0
234,S_07_05_16_DSC00402.JPG,1,0.999991297721863,0.261563360691071,3216,1294,91,0,3,0,0,0
235,S_07_05_16_DSC00402.JPG,1,0.992085874080658,0.267369240522385,70,1320,91,0,3,0,0,0
236,S_07_05_16_DSC00402.JPG,1,0.999989986419678,0.335391759872437,3198,1332,91,0,3,0,0,0
237,S_07_05_16_DSC00402.JPG,1,0.999996662139893,0.277489095926285,3256,1366,91,0,3,0,0,0
238,S_07_05_16_DSC00402.JPG,1,0.999935269355774,0.348455309867859,1756,1376,91,0,3,0,0,0
239,S_07_05_16_DSC00402.JPG,1,0.988626658916473,0.160830065608025,1746,1416,91,0,3,0,0,0
240,S_07_05_16_DSC00402.JPG,1,0.999395847320557,0.294839859008789,1464,1484,91,0,3,0,0,0
241,S_07_05_16_DSC00402.JPG,1,0.997410118579865,0.285802602767944,1506,1494,91,0,3,0,0,0
242,S_07_05_16_DSC00402.JPG,1,0.99958199262619,0.283199220895767,1000,1530,91,0,3,0,0,0
243,S_07_05_16_DSC00402.JPG,1,0.995277643203735,0.157543927431107,1236,1562,91,0,3,0,0,0
244,S_07_05_16_DSC00402.JPG,1,0.998979508876801,0.226189151406288,1556,1596,91,0,3,0,0,0
245,S_07_05_16_DSC00402.JPG,1,0.670487582683563,0.227290257811546,1668,1596,91,0,3,0,0,0
246,S_07_05_16_DSC00402.JPG,1,0.996592700481415,0.356429904699326,3368,1608,91,0,3,0,0,0
247,S_07_05_16_DSC00402.JPG,1,0.998960852622986,0.270350635051727,1526,1610,91,0,3,0,0,0
248,S_07_05_16_DSC00402.JPG,1,0.9982830286026,0.303886711597443,54,1628,91,0,3,0,0,0
249,S_07_05_16_DSC00402.JPG,1,0.980255961418152,0.254607439041138,1082,1634,91,0,3,0,0,0
